73, Not in universe, 0, 0, High school graduate, 0, Not in universe, Widowed, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force, 0, 0, 0, Nonfiler, Not in universe, Not in universe, Other Rel 18+ ever marr not in subfamily, Other relative of householder, 1700.09, 0, 0, 0, Not in universe under 1 year old, 0, 0, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 0, 95, - 50000.
76, Federal government, 43, 10, Masters degree(MA MS MEng MEd MSW MBA), 0, Not in universe, Widowed, Education, Professional specialty, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 2000, Single, Not in universe, Not in universe, Nonfamily householder, Householder, 248.65, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 3, Not in universe, 0, Germany, United-States, Native- Born in the United States, 0, Not in universe, 2, 40, 94, - 50000.
22, Private, 24, 17, High school graduate, 600, Not in universe, Never married, Manufacturing-nondurable goods, Sales, Black, All other, Female, No, Not in universe, Full-time schedules, 0, 0, 0, Single, Not in universe, Not in universe, Other Rel 18+ never marr not in subfamily, Other relative of householder, 3372.97, 0, 0, 0, Not in universe under 1 year old, 0, 1, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 52, 95, - 50000.
59, Private, 4, 39, High school graduate, 700, Not in universe, Married-civilian spouse present, Construction, Transportation and material moving, White, All other, Male, Yes, Not in universe, Full-time schedules, 0, 0, 0, Joint both under 65, Not in universe, Not in universe, Householder, Householder, 1904.44, 0, 0, 0, Not in universe under 1 year old, 0, 6, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 51, 95, - 50000.
76, Not in universe, 0, 0, High school graduate, 0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 37, Joint both 65+, Not in universe, Not in universe, Householder, Householder, 1887.69, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 0, Not in universe, Scotland, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 0, 94, - 50000.
2, Not in universe, 0, 0, Children, 0, Not in universe, Never married, Not in universe or children, Not in universe, White, Central or South American, Female, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married, 2410.4, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 0, Both parents present, United-States, Peru, United-States, Native- Born in the United States, 0, Not in universe, 0, 0, 94, - 50000.
9, Not in universe, 0, 0, Children, 0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married, 1009.16, 0, 0, 0, Not in universe under 1 year old, 0, 0, Mother only present, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 0, 0, 95, - 50000.
36, Self-employed-not incorporated, 44, 32, Some college but no degree, 0, Not in universe, Married-civilian spouse present, Social services, Other service, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder, 294.13, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 1, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 52, 94, - 50000.
9, Not in universe, 0, 0, Children, 0, Not in universe, Never married, Not in universe or children, Not in universe, White, Central or South American, Female, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married, 1833.3, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 0, Both parents present, Ecuador, Ecuador, United-States, Native- Born in the United States, 0, Not in universe, 0, 0, 94, - 50000.
4, Not in universe, 0, 0, Children, 0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married, 1425.74, 0, 0, 0, Not in universe under 1 year old, 0, 0, Mother only present, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 0, 0, 95, - 50000.
39, Private, 35, 17, Some college but no degree, 0, Not in universe, Married-civilian spouse present, Finance insurance and real estate, Sales, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 200, Joint both under 65, Not in universe, Not in universe, Householder, Householder, 3375.46, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 1, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 52, 94, - 50000.
8, Not in universe, 0, 0, Children, 0, Not in universe, Never married, Not in universe or children, Not in universe, Other, All other, Female, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married, 1312.31, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 0, Mother only present, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 0, 0, 94, - 50000.
44, Private, 42, 3, Some college but no degree, 1288, Not in universe, Widowed, Medical except hospital, Executive admin and managerial, Black, All other, Female, No, Not in universe, Children or Armed Forces, 0, 0, 0, Single, Not in universe, Not in universe, Nonfamily householder, Householder, 1567.79, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 5, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 52, 94, - 50000.
71, Not in universe, 0, 0, High school graduate, 0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force, 0, 0, 0, Joint one under 65 & one 65+, Not in universe, Not in universe, Householder, Householder, 1735.39, 0, 0, 0, Not in universe under 1 year old, 0, 0, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, No, 1, 0, 95, - 50000.
81, Not in universe, 0, 0, High school graduate, 0, Not in universe, Widowed, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Nonfiler, Not in universe, Not in universe, Nonfamily householder, Householder, 1735.56, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 0, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 0, 94, - 50000.
12, Not in universe, 0, 0, Children, 0, Not in universe, Never married, Not in universe or children, Not in universe, Black, All other, Female, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married, 2607.94, 0, 0, 0, Not in universe under 1 year old, 0, 0, Mother only present, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 0, 0, 95, - 50000.
69, Not in universe, 0, 0, 10th grade, 0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Joint both 65+, Not in universe, Not in universe, Householder, Householder, 1885.47, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 0, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 0, 94, - 50000.
43, Private, 13, 37, High school graduate, 0, Not in universe, Married-civilian spouse present, Manufacturing-durable goods, Machine operators assmblrs & inspctrs, White, All other, Male, Not in universe, Not in universe, Full-time schedules, 4386, 0, 0, Joint both under 65, Not in universe, Not in universe, Householder, Householder, 1517.91, 0, 0, 0, Not in universe under 1 year old, 0, 6, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 52, 95, - 50000.
0, Not in universe, 0, 0, Children, 0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married, 1296.8, 0, 0, 0, Not in universe under 1 year old, 0, 0, Both parents present, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 0, 0, 95, - 50000.
33, Self-employed-not incorporated, 2, 43, Bachelors degree(BA AB BS), 0, Not in universe, Married-civilian spouse present, Agriculture, Farming forestry and fishing, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder, 550.67, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 1, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 15, 94, 50000+.
5, Not in universe, 0, 0, Children, 0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married, 1075.57, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 0, Both parents present, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 0, 0, 94, - 50000.
16, Not in universe, 0, 0, 11th grade, 0, High school, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force, 0, 0, 0, Nonfiler, Not in universe, Not in universe, Child <18 never marr not in subfamily, Child under 18 never married, 2295.44, 0, 0, 0, Not in universe under 1 year old, 0, 0, Both parents present, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 0, 95, - 50000.
37, Not in universe, 0, 0, High school graduate, 0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force, 0, 0, 0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder, 2005.27, 0, 0, 0, Not in universe under 1 year old, 0, 4, Not in universe, United-States, United-States, United-States, Native- Born in the United States, 0, Not in universe, 2, 25, 95, - 50000.
22, Not in universe, 0, 0, High school graduate, 0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, Other, Other Spanish, Female, Not in universe, Not in universe, Children or Armed Forces, 0, 0, 0, Joint both under 65, Not in universe, Not in universe, Spouse of householder, Spouse of householder, 475.17, Nonmover, Nonmover, Nonmover, Yes, Not in universe, 0, Not in universe, Dominican-Republic, Dominican-Republic, Dominican-Republic, Foreign born- Not a citizen of U S , 0, Not in universe, 2, 0, 94, - 50000.
